ID,Relatienummer pensioenfonds,Naam pensioenfonds,Naam persoon,Relatienummer persoon,Rol
2145,60952,Caribisch Nederland,"Bijleveld-Schouten, Ank",P126842,Bestuurder
2147,60952,Caribisch Nederland,"Johnson, William",P109005,Bestuurder
2148,60952,Caribisch Nederland,"Linkels, Harald Wolfgang Thorvald",P108999,Bestuurder
2149,60952,Caribisch Nederland,"Maas, Cornelis Johannes Andreas",P109019,Bestuurder
2150,60952,Caribisch Nederland,"Marcha, Valdemar Florentino",P109010,Bestuurder
2151,60953,RBS Nederland,"Berg, Catharina Theodora Maria van den",P103004,Bestuurder
2152,60953,RBS Nederland,"Heemskerk, J.J.",P108413,Bestuurder
2153,60953,RBS Nederland,"Hegeman, Cornelis Johan",P110171,Bestuurder
2154,60953,RBS Nederland,"Mathu, Stephan Garardus",P122543,Bestuurder
2155,60953,RBS Nederland,"Ruiter, Johannes Anton (Jan) de",P128687,Bestuurder
2156,60953,RBS Nederland,"Sibinga, Petrus Gerhardus",P116081,Bestuurder
2157,60953,RBS Nederland,"Smeets, Lidwien Wilhelmien",P123088,Bestuurder
2158,60960,Shell Nederland (SNPS),"Bouma, Janwillem",P106550,Bestuurder
2159,60960,Shell Nederland (SNPS),"Breunesse, Ewald Andries",P115316,Bestuurder
2160,60960,Shell Nederland (SNPS),"Handels, Willem Jozef",P103946,Bestuurder
2162,60960,Shell Nederland (SNPS),"Tabak, Stefan Rafael",P117936,Bestuurder
2163,60960,Shell Nederland (SNPS),"Westgeest, Petrus Martinus",P109876,Bestuurder
2164,60960,Shell Nederland (SNPS),"Wildenberg, Hein Wendel Adriaan Louis van den",P131464,Bestuurder
2165,60961,AFM,"Baars, Sander",P126290,Bestuurder
2166,60961,AFM,"Bracco Gartner, Margaretha Elisabeth Josephine",P125754,Bestuurder
2167,60961,AFM,"Vooijs, Paul Edwin",P103590,Bestuurder
2168,60961,AFM,"Wouterson, Jerry Marc",P103593,Bestuurder
2169,M0003,Transavia Grond- en Cabinepersoneel,"Borm, Josephus Adrianus Johannes Maria",P121243,Bestuurder
2170,M0003,Transavia Grond- en Cabinepersoneel,"Gerritsma, Albert Willem",P121173,Bestuurder
2171,M0003,Transavia Grond- en Cabinepersoneel,"Marée, Paulinus Antonius Maria",P104759,Bestuurder
2173,M0003,Transavia Grond- en Cabinepersoneel,"Olk-Donker, Annemarie",P125554,Bestuurder
2174,M0003,Transavia Grond- en Cabinepersoneel,"Parson, Bastiaan Gerard",P130679,Bestuurder
2175,M0003,Transavia Grond- en Cabinepersoneel,"Spierings, Victor Andre Theodoor",P125868,Bestuurder
2176,R127942,ING Bank CDC fonds,Boers,P130528,Bestuurder
2177,R127942,ING Bank CDC fonds,"Dalen, Hasko Jan van",P107508,Bestuurder
2178,R127942,ING Bank CDC fonds,"Hollenkamp, Andre Louis",P107510,Bestuurder
2179,R127942,ING Bank CDC fonds,"Lundgren, Elina Victoria",P127244,Bestuurder
2180,R127942,ING Bank CDC fonds,"Prins, Rients",P125156,Bestuurder
2182,R127942,ING Bank CDC fonds,"Veldink, Laurens",P113159,Bestuurder
2183,R127943,NN CDC fonds,"Dalen, Hasko Jan van",P107508,Bestuurder
2184,R127943,NN CDC fonds,"Hollenkamp, Andre Louis",P107510,Bestuurder
2185,R127943,NN CDC fonds,"Lundgren, Elina Victoria",P127244,Bestuurder
2186,R127943,NN CDC fonds,"Prins, Rients",P125156,Bestuurder
2188,R127943,NN CDC fonds,"Veldink, Laurens",P113159,Bestuurder
2189,R127943,NN CDC fonds,"Wilson, Peggy Mildred Beatrice (Peggy)",P101071,Bestuurder
2190,R128839,TNT express,"Eijgermans, Susan Yvon",P108306,Bestuurder
2192,R128839,TNT express,"Haaksman, Bernd Jan",P114160,Bestuurder
2193,R128839,TNT express,"Harmsen, Robertus Hendrik",P120798,Bestuurder
2194,R128839,TNT express,"Renirie, Johannes Emenuel Robertus",P110125,Bestuurder
2195,R128839,TNT express,"Stevens-Moes, Anna Joostina",P108009,Bestuurder
2196,R129401,Zuivel en aanverwante industrie,"Gelder, Martin de",P105294,Bestuurder
2201,R129401,Zuivel en aanverwante industrie,"Suarez Menendez, José",P101017,Bestuurder
691,12345,Pensioenfederatie,"Rutten, Gerard",P118435,Bestuurder PF
692,12345,Pensioenfederatie,"Wijngaarden, Arend van",P121177,Bestuurder PF
693,12345,Pensioenfederatie,"Willemse, Dick",P117404,Bestuurder PF
695,12345,Pensioenfederatie,"Bouma, Janwillem",P106550,Bestuurder PF
696,12345,Pensioenfederatie,"Bruijn-Nooteboom, Petra Arina de",P100065,Bestuurder PF
697,12345,Pensioenfederatie,"Heuvel, Theodora, Paulina, Johanna, Adriana van den",P113692,Bestuurder PF
698,12345,Pensioenfederatie,"Kragten, Robertus Jacobus Jozef",P110378,Bestuurder PF
699,12345,Pensioenfederatie,"Meijer, Josepha",P126621,Bestuurder PF
700,12345,Pensioenfederatie ,"Noordman, Willem Johannes Maria",P120002,Bestuurder PF
701,12345,Pensioenfederatie ,"Snellen, Andreas Hedrik Jacob",P120743,Bestuurder PF
702,12345,Pensioenfederatie ,"Werf-de Koning, Catharina Maria van der",P100240,Bestuurder PF
703,12345,Pensioenfederatie,"Wilson, Peggy Mildred Beatrice (Peggy)",P101071,Bestuurder PF
5,1,Huisartsen ,"Reesink, Johan",P106276,Bestuursvoorzitter
9,2,Tandartsen  ,"Hoovers, Constant Louis Johannes Maria",P123567,Bestuursvoorzitter
14,3,Medische Specialisten,"Bijl, Micon",P100298,Bestuursvoorzitter
24,4,Apothekers,"Hagenzieker, Mark Anton",P120550,Bestuursvoorzitter
36,8,Verloskundigen,"Bartels, Maria Elisabeth Adriana",P128809,Bestuursvoorzitter
44,9,Dierenartsen,"Smit, Mannes",P111719,Bestuursvoorzitter
47,12,Loodsen ,"Duyzer, Jan Willem",P116746,Bestuursvoorzitter
50,13,Roeiers  ,"Boogaard, Ralph van den",P113818,Bestuursvoorzitter
55,29,Notarieel,"Greup, Eric Peter",P128391,Bestuursvoorzitter
94,44,Kuwait Petroleum Nederland,"Thomassen, Petrus Maria Johannes",P113416,Bestuursvoorzitter
106,102,Huysman,"Siebesma, Raimond Jan Pieter",P117247,Bestuursvoorzitter
113,342,Henkel,"Janssen, Hubertus Maria Eugenius",P100143,Bestuursvoorzitter
117,608,Mn Services,"Heerkens, Robertus Wilhelmus Jozef",P116851,Bestuursvoorzitter
131,692,TNO,"Schmidt, Dick Philip",P103289,Bestuursvoorzitter
147,900,Philips,"Wijmenga, Roel Theunis",P119339,Bestuursvoorzitter
149,1491,Protector,"Linden, Antonius Jozef Van der",P102752,Bestuursvoorzitter
156,1626,Media PNO ,"Altenburg, Petronelle Maria",P104364,Bestuursvoorzitter
174,1757,Heineken,"Hoytema van Konijnenburg, Robin Paul",P120266,Bestuursvoorzitter
196,2200,KLM Vliegend Personeel,"Kok, Eltjo Herman",P100474,Bestuursvoorzitter
203,2392,Personeelspensioenfonds APG,"Brouwer, Marco",P129504,Bestuursvoorzitter
214,2585,GE Artesia Bank,"Roodbol, Laurencius Johannes Maria",P121739,Bestuursvoorzitter
227,2776,HAL,"Vink, Ard Sebastiaan",P131607,Bestuursvoorzitter
229,2931,Lucht- en Ruimtevaartlaboratorium,"Esselman, Leendert Willem",P123850,Bestuursvoorzitter
241,3053,Grolsch Bierbrouwerij,"Thoman, Henri Jacques",P119229,Bestuursvoorzitter
245,3054,British American Tobacco,"Dulst, Johannes van",P129492,Bestuursvoorzitter
249,3062,Deutsche Bank Nederland,"Huis in 't Veld, Simone Erlinde",P109707,Bestuursvoorzitter
256,3580,Norit,"Bakker, Robertus Cornelis Louis",P102309,Bestuursvoorzitter
264,3691,ANWB ,"Groen, Jacob",P101581,Bestuursvoorzitter
274,4071,Douwe Egberts,"Ligtenstein, Quirijn Gijsbrecht",P118234,Bestuursvoorzitter
287,4306,Kas Bank,"Stoffels, Mark Rene",P105808,Bestuursvoorzitter
292,4308,ERIKS ,"Boer, de",P117473,Bestuursvoorzitter
312,4634,Shell (SSPF),"Louw, Garmt Johan Ageruurd",P117710,Bestuursvoorzitter
319,4654,Hagee,"Groot, Gerard Thomas Felix Maria",P125557,Bestuursvoorzitter
335,5087,Cindu International,"Pernis, Robbert Adriaan van",P114454,Bestuursvoorzitter
343,5514,Ballast Nedam,"Vis, Dirk Johan",P109864,Bestuursvoorzitter
354,5543,Provisum,"Pieters, Gerrit Jan Martinus",P126700,Bestuursvoorzitter
363,5580,Transport,"Wurff, Adrianus Wilhelmus Ignatius Maria van der",P120960,Bestuursvoorzitter
380,6085,Ernst & Young,"Jager, Nicolaas Guiseppe de",P121735,Bestuursvoorzitter
389,6102,Mercer,"Wit, Marcel Gérard Andreas Bernhard de",P115964,Bestuursvoorzitter
415,7044,Hoogovens,"Mensonides, Jelle",P114077,Bestuursvoorzitter
422,7065,NIBC,"Punt, Leendert Willem",P111500,Bestuursvoorzitter
430,7113,ABN AMRO Bank,"Horzen, Johan Adri van",P109632,Bestuursvoorzitter
441,7158,Heinz,"Theunissen, Arthur Jan Elisabeth Joseph",P128816,Bestuursvoorzitter
445,7777,Cosun,"Nieuwenhof, Wilhelmus Petrus Charles van den",P125807,Bestuursvoorzitter
457,7781,APF,"Kuijken, Cornelis David (Kees)",P122758,Bestuursvoorzitter
469,7837,Nederlandsche Bank,"Schilthuis, Floris Andreas",P112370,Bestuursvoorzitter
475,7842,Co-op,"Bergervoet, Jacqueline Aleida Maria",P121377,Bestuursvoorzitter
477,7842,Co-op,"Gameren, Theodorus van",P121577,Bestuursvoorzitter
489,8416,Grontmij,"Visser, Epeus Rinze",P104507,Bestuursvoorzitter
490,9041,Alliance,"Duivenvoorden, Wilhelmus Cornelis",P105273,Bestuursvoorzitter
502,9873,IFF,"Kippersluis, Hendricus Josephus van",P121472,Bestuursvoorzitter
512,10036,Lanschot,"Zeverijn, Willem Sako",P104875,Bestuursvoorzitter
516,10541,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT)","Hofman, Nicolette Louise",P102314,Bestuursvoorzitter
528,10542,Metalektro (PME),"Briët, Francois Cornelis Willem",P119791,Bestuursvoorzitter
555,10547,Bouwnijverheid,"Ruis, Jan",P121094,Bestuursvoorzitter
557,10547,Bouwnijverheid,"Veldhuizen- van der Bijl, Maria Bernardina van",P121506,Bestuursvoorzitter
561,10549,"Schilders-, Afwerkings- en Glaszetbedrijf","Haaster, Theodorus Johannes Maria van",P116713,Bestuursvoorzitter
568,10549,"Schilders-, Afwerkings- en Glaszetbedrijf","Veldhuizen- van der Bijl, Maria Bernardina van",P121506,Bestuursvoorzitter
600,10560,Sigarenindustrie,"Hompe, Gijsbert Willem",P105982,Bestuursvoorzitter
607,10561,Slagersbedrijf,"Brink, Willem van den",P126481,Bestuursvoorzitter
615,10561,Slagersbedrijf,"Klijn, Johannes Eduard",P121695,Bestuursvoorzitter
622,10565,Landbouw,"Clercq, Rene Le",P110490,Bestuursvoorzitter
632,10565,Landbouw,"Roest, Gerardus Petrus Maria Joseph",P121288,Bestuursvoorzitter
637,10682,Bakkersbedrijf,"Beekum, Leo van",P116861,Bestuursvoorzitter
650,10682,Bakkersbedrijf,"Vall, Jacobus Hendrikus Maria van de",P117322,Bestuursvoorzitter
657,11322,Koopvaardij,"Hylkema, Hijlke Johan Augustinus Hubertus",P115315,Bestuursvoorzitter
665,11492,Telegraaf,"Arkel, Gerrit Hermanus Jan van",P119826,Bestuursvoorzitter
673,11756,Schoen en Leder,"Dassen-Soons, Charlotte",P125385,Bestuursvoorzitter
678,11756,Schoen en Leder,"Nuijten-van Aard, Adriana Johanna Antonetta",P114900,Bestuursvoorzitter
682,12212,Meubelindustrie,"Bruijn-Nooteboom, Petra Arina de",P100065,Bestuursvoorzitter
704,13358,Notariaat,"Baakman, Antonius Bernardus Maria",P121561,Bestuursvoorzitter
708,13358,Notariaat,"Greup, Eric Peter",P128391,Bestuursvoorzitter
711,13358,Notariaat,"Marks, Augustinus Jules Antonius",P106739,Bestuursvoorzitter
720,13579,Will Niemeijer,"Smink, Wilhelmus Johannes Lambertus",P128409,Bestuursvoorzitter
726,14089,Grafische Bedrijven (PGB),"Degenhardt, Rudolf",P121043,Bestuursvoorzitter
741,14311,Vleesindustrie,"Klijn, Johannes Eduard",P121695,Bestuursvoorzitter
756,14400,Waterbouw,"Crombeen, Johannes Gijsbertus (Hans)",P127269,Bestuursvoorzitter
762,14400,Waterbouw,"Roozemond, Christine Elizabeth",P100615,Bestuursvoorzitter
776,15133,Betonproducten,"Korthof, Henk",P108935,Bestuursvoorzitter
801,15565,Medewerkers Apotheken,"Zijl, Anthoni van",P105805,Bestuursvoorzitter
804,15629,Houtverwerkende industrie,"Custers, Stephanus Maria Johannes",P121081,Bestuursvoorzitter
814,16458,Bouwmaterialen,"Alferink, Gijs",P105365,Bestuursvoorzitter
819,16458,Bouwmaterialen,"Lonsain, Christian",P102997,Bestuursvoorzitter
826,16534,Architectenbureaus,"Boot, Willem Jan",P117930,Bestuursvoorzitter
832,16534,Architectenbureaus,"Parênt, Wilhelmus Maria",P128307,Bestuursvoorzitter
841,16761,Delta Lloyd,"Mazijk, Rob van",P129110,Bestuursvoorzitter
855,17571,Vlakglas Verf,"Vall, Jacobus Hendrikus Maria van de",P117322,Bestuursvoorzitter
864,17687,Bibliotheken,"Teunissen, Cornelie Petronella Margaretha",P102331,Bestuursvoorzitter
873,18397,Molenaars,"Slob, Dirk Pieter",P109148,Bestuursvoorzitter
899,20118,Woningcorporaties,"Schuyt, Jacobus Gerardus Clemens Maria",P104950,Bestuursvoorzitter
903,20269,Atradius,"Hall, Alphonsus Maria van der",P102348,Bestuursvoorzitter
917,22742,Nielsen AC,"Harmsen, Eric Theodorus",P107884,Bestuursvoorzitter
929,23361,Zorgverzekeraars,"Wurff, Adrianus Wilhelmus Ignatius Maria van der",P120960,Bestuursvoorzitter
949,32181,Schoenmakerij,"Hoekenga-Idema, Maria Geertruida",P116829,Bestuursvoorzitter
953,32181,Schoenmakerij,"Nuijten-van Aard, Adriana Johanna Antonetta",P114900,Bestuursvoorzitter
956,32436,Zoetwarenindustrie,"Dekker, Leo Jacques Louis",P108078,Bestuursvoorzitter
961,32436,Zoetwarenindustrie,"Jansen, Leonne Fransisca Aleida Maria",P127257,Bestuursvoorzitter
974,32489,TOTAL,"Schaik, Alexander van",P107278,Bestuursvoorzitter
978,32595,Textielverzorging,"Katerberg, Thie",P118702,Bestuursvoorzitter
979,32595,Textielverzorging,Neijenhuijs,P118807,Bestuursvoorzitter
982,32868,Horeca,"Aben, Gerardus Theodorus Cornelis Antonius",P121662,Bestuursvoorzitter
993,32868,Horeca,"Vries, Eiltco Pieter de",P109774,Bestuursvoorzitter
1001,33519,Beroepsvervoer,"Ceelen, Leonardus Joannes Henricus",P116731,Bestuursvoorzitter
1002,33519,Beroepsvervoer,"Hidding, Roelofje",P123423,Bestuursvoorzitter
1008,33708,Kunststof- en Rubber,"Altundal, Nurettin",P110134,Bestuursvoorzitter
1012,33708,Kunststof- en Rubber,"Jager, Arnoldus Nicolaas",P126056,Bestuursvoorzitter
1018,34124,Hunter Douglas,"Luijben, Cornelis Henricus Jozef (Kees)",P120590,Bestuursvoorzitter
1021,34561,Levensmiddelen Groothandel,"Bergervoet, Jacqueline Aleida Maria",P121377,Bestuursvoorzitter
1031,34780,Mars,"Ettinger, Adrianus Wilhelmus van",P108992,Bestuursvoorzitter
1045,36105,Gasunie,Pisuisse,P121025,Bestuursvoorzitter
1076,36945,Zeevisserij,"Schaap, Margaretha Anna Geertruida (Marga)",P122626,Bestuursvoorzitter
1079,37247,Rabobank,"Bruggink, Albertus",P106196,Bestuursvoorzitter
1098,37681,Forbo,"Mak, Herman",P131376,Bestuursvoorzitter
1107,39775,Hewitt Nederland,"Mandos, René Johannes",P113498,Bestuursvoorzitter
1122,42049,Groothandel,"Slikkerveer, Ivo",P111378,Bestuursvoorzitter
1127,42467,Levensmiddelen,"Have, Hendrikus Bernardus Maria ten",P114039,Bestuursvoorzitter
1152,42569,Deloitte,"Volkers, Jorrit",P111098,Bestuursvoorzitter
1156,42937,Schoonmaak- en Glazenwassers,"Penders, Henri Joseph Paul",P121248,Bestuursvoorzitter
1167,43756,OWASE,Meijerink,P120587,Bestuursvoorzitter
1173,44057,Randstad,"Leeuw, Sietze de",P111381,Bestuursvoorzitter
1184,44380,Kappersbedrijf,"Lahoye, René Antonius Johannes",P117431,Bestuursvoorzitter
1199,44862,Zorg en Welzijn,"Alders, Johannes Gerardus Maria",P120810,Bestuursvoorzitter
1217,46210,Allianz Nederland,"Boeve, Henk Leo Roger",P101285,Bestuursvoorzitter
1234,47068,Ardagh,"Vissers, Johannes Charles Elisabeth Marie",P120503,Bestuursvoorzitter
1240,47074,Metro,"Rijksen, Adriaan Frank",P130158,Bestuursvoorzitter
1242,47121,Nedlloyd,"Machielsen, Herman Jeppe",P110958,Bestuursvoorzitter
1248,47162,Calpam,"Cappelle, Karel Frederik van",P107247,Bestuursvoorzitter
1257,47678,Detailhandel,"Kolk, Hendrik Tiem van der",P117543,Bestuursvoorzitter
1262,47678,Detailhandel,"Popta, Klaas Benne van",P121257,Bestuursvoorzitter
1266,47678,Detailhandel,"Snellen, Andreas Hedrik Jacob",P120743,Bestuursvoorzitter
1271,47985,TDV,"Möller, Frederik Andre",P122684,Bestuursvoorzitter
1279,48375,Staples,"Haker, Michel Jean Marie",P109805,Bestuursvoorzitter
1298,48477,Dow,"Thomas, Arnold Jozef Maria",P131088,Bestuursvoorzitter
1302,48965,Legal & General,"Bruijne, Pieter Cornelis de",P120738,Bestuursvoorzitter
1316,49417,DSM,"Nicolaï, Atzo",P102943,Bestuursvoorzitter
1322,50018,Brocacef,"Eeken, Johannes Petrus",P117696,Bestuursvoorzitter
1334,50051,MSD,"Mattijssen, Franciscus Robertus Maria",P121454,Bestuursvoorzitter
1347,50052,Elsevier,"Schepen, Jacob Roland",P112675,Bestuursvoorzitter
1351,50555,Heijmans,"Oostrom, Hermanus Stephanus Maria van",P117451,Bestuursvoorzitter
1355,50558,Wijsmuller,"Maris, Williebrordus Jacobus van",P121269,Bestuursvoorzitter
1360,50560,Lloyd's Register,"Holthuis, Anthonius Wilhelmus Maria",P105933,Bestuursvoorzitter
1367,51180,Robeco,"Frielink, Ivo Reinier Maria",P100208,Bestuursvoorzitter
1378,60011,AZL,"Beckers, Wilhelmus Nicolaas Caspar",P121271,Bestuursvoorzitter
1395,60019,Ten Cate,"Mol, Niek",P128262,Bestuursvoorzitter
1399,60056,Vitol Anker,"Eeltink, Andries Pieter",P108784,Bestuursvoorzitter
1407,60082,Coram,"Hulshof, Paulus Franciscus Maria",P106663,Bestuursvoorzitter
1413,60084,Witteveen & Bos,"Graaf, Jacob Hendrik Joseph Maria van der",P125283,Bestuursvoorzitter
1432,60109,KLM-Cabinepersoneel,"Kok, Eltjo Herman",P100474,Bestuursvoorzitter
1444,60114,Progress Unilever,"Stolk, Cornelis Jacob",P104158,Bestuursvoorzitter
1453,60123,Fluor Nederland,Touw,P117333,Bestuursvoorzitter
1455,60127,VNU,"Penninx, Egidius Gijbertus Maria",P109024,Bestuursvoorzitter
1464,60171,Unirobe Meeus,"Mik, Dirk Henk",P103337,Bestuursvoorzitter
1479,60212,Fresenius ,"Siebesma, Raimond Jan Pieter",P117247,Bestuursvoorzitter
1483,60216,Hewlett-Packard,"Lasonder, Marcel",P111809,Bestuursvoorzitter
1498,60263,Bisdommen,"Frankort, Martinus Maria Wilhelmus",P108131,Bestuursvoorzitter
1517,60276,Openbaar Vervoer,"Witte, Peter Paul",P125869,Bestuursvoorzitter
1519,60291,Remia,"Eekelen, Pieter Johannes Cornelis van",P121838,Bestuursvoorzitter
1541,60327,Martinair Vliegers,"Hougée, Robert (Rob)",P107809,Bestuursvoorzitter
1551,60342,TBI,"Poldervaart, Willem",P112437,Bestuursvoorzitter
1555,60348,BP,"Gunnewijk, Sjoerd",P110312,Bestuursvoorzitter
1572,60374,Banden- en Wielen,"Spruijbroek, Rudolph Jan Leonard",P101962,Bestuursvoorzitter
1577,60376,Getronics,"Ooms, Frederik Hendrik Karel",P107512,Bestuursvoorzitter
1579,60388,Unisys,"Brandse, Wim Paul",P109044,Bestuursvoorzitter
1587,60397,AHOLD,"Dik, Christianus Willebrordus",P107203,Bestuursvoorzitter
1611,60465,Loodswezen,"Schaap, Margaretha Anna Geertruida (Marga)",P122626,Bestuursvoorzitter
1624,60514,Particuliere Beveiliging,"Kestens, Johannes Christoffel Antonius",P119873,Bestuursvoorzitter
1635,60523,Security,"Zeeuw, Krijn de",P126591,Bestuursvoorzitter
1636,60527,Towers Watson,"Doorn, Dirk Everardus van",P122046,Bestuursvoorzitter
1657,60543,Cap Gemini ,"Knol, Hendrik",P117890,Bestuursvoorzitter
1663,60553,Astellas,"Veenvliet, Dirk",P107472,Bestuursvoorzitter
1668,60561,Atos Origin,"Penders, Henri Joseph Paul",P121248,Bestuursvoorzitter
1676,60564,Campina,"Ridder, Cornelis de",P115381,Bestuursvoorzitter
1687,60592,Urenco,"Vis, Dirk Johan",P109864,Bestuursvoorzitter
1689,60602,Avebe,Miedema,P118875,Bestuursvoorzitter
1695,60607,Alcatel-Lucent,"Koenhein, Jasper",P101372,Bestuursvoorzitter
1709,60641,Astellas Fut,"Veenvliet, Dirk",P107472,Bestuursvoorzitter
1723,60661,McCain,"Bemd, Henricus Antonius Maria van den",P109670,Bestuursvoorzitter
1733,60668,ING,"Prins, Rients",P125156,Bestuursvoorzitter
1743,60676,IBM Nederland,"Vledder, Roeland Henricus Adrianus van",P126806,Bestuursvoorzitter
1757,60689,Sagittarius,"Mol, Niek",P128262,Bestuursvoorzitter
1761,60697,DuPont ,"Dorsten, Franciscus Willibrordus van",P111859,Bestuursvoorzitter
1774,60701,SNS Reaal ,"Thoman, Henri Jacques",P119229,Bestuursvoorzitter
1781,60709,Reisbranche,"Radstake, Frank",P104249,Bestuursvoorzitter
1787,60713,Smurfit Nederland,"Dijk, Pieter Riemer van",P102334,Bestuursvoorzitter
1809,60755,Vleeswaren Prepensionering,"Klijn, Johannes Eduard",P121695,Bestuursvoorzitter
1824,60767,KPN,"Gameren, Petrus van",P110121,Bestuursvoorzitter
1829,60767,KPN,"Nieuwenhoven, Rudolf Antonie",P122986,Bestuursvoorzitter
1845,60777,SCA Hygiene,"Ligthart, Eliza (Loek)",P129411,Bestuursvoorzitter
1853,60786,Bavaria,"Swinkels, Petrus Johannes Franciscus",P102137,Bestuursvoorzitter
1857,60788,Technische Groothandel Vroegpensioen,"Diem, Theo van",P111456,Bestuursvoorzitter
1866,60792,STIPP,"Bosman, Erwin Hermanus Wilhelmus",P115387,Bestuursvoorzitter
1889,60793,Xerox,"Zeverijn, Willem Sako",P104875,Bestuursvoorzitter
1892,60798,Flexsecurity,"Schikhof, Raimond Léon",P121432,Bestuursvoorzitter
1905,60800,AT&T,"Hertog, Vincent Hubrecht den",P109845,Bestuursvoorzitter
1911,60801,BMS,"Janssen, Els Hetty",P131038,Bestuursvoorzitter
1929,60819,PepsiCo Nederland,"Siebesma, Raimond Jan Pieter",P117247,Bestuursvoorzitter
1936,60834,Sligro,"Rozendaal, van",P120583,Bestuursvoorzitter
1939,60845,Ecolab,"Hagoort, Roelf Jozias",P107237,Bestuursvoorzitter
1945,60859,Textielgoederen,"Kelder, Johan Eduard",P118563,Bestuursvoorzitter
1946,60859,Textielgoederen,"Lanz, Julius Frederik",P105441,Bestuursvoorzitter
1954,60866,Blue Sky Group,"Bisschop, Orpa",P116508,Bestuursvoorzitter
1957,60866,Blue Sky Group,"Nagtegaal, Robert George",P120788,Bestuursvoorzitter
1972,60873,Sanoma,"Marseille, Mark",P107087,Bestuursvoorzitter
1984,60882,Vopak,"Ravenstein, Michiel van",P117483,Bestuursvoorzitter
2010,60889,UWV,"Galen, Franciscus van",P104914,Bestuursvoorzitter
2032,60896,TrueBlue,"Keukelaar, Johannis Pieter",P118497,Bestuursvoorzitter
2039,60898,Fracties,"Dijk, Erica van",P107899,Bestuursvoorzitter
2069,60914,YARA,"Vlaeminck, Peter Emiel Marie",P121620,Bestuursvoorzitter
2071,60917,Achmea,"Brink, Johannes Robert Peter van den",P117296,Bestuursvoorzitter
2112,60929,Bloemen en Planten,"Roest, Gerardus Petrus Maria Joseph",P121288,Bestuursvoorzitter
2116,60929,Bloemen en Planten,"Verschuren, Frank",P117042,Bestuursvoorzitter
2127,60942,Givaudan,"Deursen, Ineke Huberdina Maria van",P123007,Bestuursvoorzitter
2143,60949,GSFS,"Ravenzwaaij, Paul Michael van",P128224,Bestuursvoorzitter
2161,60960,Shell Nederland (SNPS),"Louw, Garmt Johan Ageruurd",P117710,Bestuursvoorzitter
2172,M0003,Transavia Grond- en Cabinepersoneel,"Nijman, Johannes Petrus Simon Ignatius",P114127,Bestuursvoorzitter
2191,R128839,TNT express,"Gameren, Petrus van",P110121,Bestuursvoorzitter
2197,R129401,Zuivel en aanverwante industrie,"Jager, Arnoldus Nicolaas",P126056,Bestuursvoorzitter
11,2,Tandartsen  ,"Verhulst, Jaqueline Louise",P130668,Lid Raad van Toezicht
16,3,Medische Specialisten,"Kleynen, Rudolf Hubert Marie Arie",P108092,Lid Raad van Toezicht
17,3,Medische Specialisten,"Melis, Danielle Adriana Maria",P130375,Lid Raad van Toezicht
18,3,Medische Specialisten,"Schuit, Steven Reinier",P130373,Lid Raad van Toezicht
57,29,Notarieel,"Kiliaan, Juanita",P100838,Lid Raad van Toezicht
66,30,ABP ,"Groot, Peter de",P130351,Lid Raad van Toezicht
70,30,ABP ,"Loonen - van Es, Nicole Cornelia Geertruida",P130919,Lid Raad van Toezicht
72,30,ABP ,"Meer, Johanna Francisca Maria van der",P130918,Lid Raad van Toezicht
75,30,ABP,"Roozemond, Christine Elizabeth",P100615,Lid Raad van Toezicht
119,608,Mn Services,"Made, Lysanne Adriane Cornelia van der",P120795,Lid Raad van Toezicht
122,608,Mn Services,"Reeuwijk, Hendrik Arie van",P130525,Lid Raad van Toezicht
163,1626,Media PNO ,"Penders, Henri Joseph Paul",P121248,Lid Raad van Toezicht
164,1626,Media PNO ,"Pontier, Johan Hendrik",P124266,Lid Raad van Toezicht
262,3691,ANWB ,"Boer, Hendrik Maarten den",P128227,Lid Raad van Toezicht
265,3691,ANWB ,"Lint, Meeuwis Marinus de",P101597,Lid Raad van Toezicht
305,4634,Shell (SSPF),"Baljet, Willem Aaldert Hendrinus",P126878,Lid Raad van Toezicht
455,7781,APF,"Gram, Anne",P110723,Lid Raad van Toezicht
458,7781,APF,"Smit, Dirk Jan",P130827,Lid Raad van Toezicht
459,7781,APF,"Voorhoeve, Erik Jochem Jacob",P116509,Lid Raad van Toezicht
465,7837,Nederlandsche Bank,"Gram, Anne",P110723,Lid Raad van Toezicht
466,7837,Nederlandsche Bank,"Groot, Peter de",P130351,Lid Raad van Toezicht
513,10541,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT)","Eekelen, Pieter Johannes Cornelis van",P121838,Lid Raad van Toezicht
514,10541,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT)","Eikenboom, Antoinetta Elisabeth",P131079,Lid Raad van Toezicht
525,10541,"Mode-, Interieur-, Tapijt- en Textielindustrie (MITT)","Tromp, Adriaan Christiaan",P127594,Lid Raad van Toezicht
545,10547,Bouwnijverheid,"Capitain, Erwin Robert",P110208,Lid Raad van Toezicht
547,10547,Bouwnijverheid,"Hommes, Ruud",P106377,Lid Raad van Toezicht
559,10549,"Schilders-, Afwerkings- en Glaszetbedrijf","Boersma, Meike Ottilia",P130269,Lid Raad van Toezicht
